Rank,Team,Points,Last Year,Change,Year,Season,Gender,Division,Description
,OLE MISS,0.0,SEC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,MISSISSIPPI STATE,0.0,SEC,▲41(LW: 41),2011,Outdoor Track,Women,I,FINAL - June 12th
,MISSOURI,0.0,Big 12,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,MONTANA,0.0,Big Sky,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NEVADA,0.0,WAC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NEW MEXICO,0.0,Mountain West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NORFOLK STATE,0.0,MEAC,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NORTH FLORIDA,0.0,Atlantic Sun,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NORTHERN IOWA,0.0,Missouri Valley,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,NOTRE DAME,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,OHIO,0.0,Mid-American,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,OREGON STATE,0.0,Pac-12,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,PENN,0.0,Ivy League,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,PITTSBURGH,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,RHODE ISLAND,0.0,Atlantic 10,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,RICHMOND,0.0,Atlantic 10,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,SAN FRANCISCO,0.0,Independent,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,SOUTH ALABAMA,0.0,Sun Belt,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,SOUTH DAKOTA,0.0,Great West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,SYRACUSE,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,TULSA,0.0,Conference USA,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,UAB,0.0,Conference USA,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,UC RIVERSIDE,0.0,Big West,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,UNC ASHEVILLE,0.0,Big South,NR,2011,Outdoor Track,Women,I,FINAL - June 12th
,USF,0.0,Big East (1st Ed.),NR,2011,Outdoor Track,Women,I,FINAL - June 12th
